area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,1600280,Acequia,"Acequia, ID",77,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,0.909090909,0.909090909
Total,Census Place,1600280,Acequia,"Acequia, ID",77,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,0.909090909,0.909090909
Total,Census Place,1600280,Acequia,"Acequia, ID",77,R,Copper,0.870129870,0.870129870,0.857142857,0,0.000000000,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,B,Copper,0.870129870,0.870129870,0.857142857,0.000000000,0,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,R,Cable/Fiber,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909
Total,Census Place,1600280,Acequia,"Acequia, ID",77,B,Cable/Fiber,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909
Total,Census Place,1600280,Acequia,"Acequia, ID",77,R,Cable,0,0.000000000,0,0,0,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,B,Cable,0,0,0,0.000000000,0,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,R,Fiber,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909
Total,Census Place,1600280,Acequia,"Acequia, ID",77,B,Fiber,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909
Total,Census Place,1600280,Acequia,"Acequia, ID",77,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,1600280,Acequia,"Acequia, ID",77,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,1600280,Acequia,"Acequia, ID",77,R,All Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,0.987012987,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,B,All Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,0.987012987,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,R,Unlicensed Fixed Wireless,0.987012987,0.987012987,0.987012987,0.987012987,0.987012987,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,B,Unlicensed Fixed Wireless,0.987012987,0.987012987,0.987012987,0.987012987,0.987012987,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,R,Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,B,Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,1600280,Acequia,"Acequia, ID",77,R,Other,0,0,0,0,0,0.000000000
Total,Census Place,1600280,Acequia,"Acequia, ID",77,B,Other,0.000000000,0,0,0,0,0
