area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,5300275,Acme,"Acme, WA",126,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.126984127,0
Total,Census Place,5300275,Acme,"Acme, WA",126,R,All Wired,0.817460317,0.817460317,0.150793651,0,0,0.000000000
Total,Census Place,5300275,Acme,"Acme, WA",126,B,All Wired,0.817460317,0.817460317,0.150793651,0,0,0.000000000
Total,Census Place,5300275,Acme,"Acme, WA",126,R,Any Terrestrial,0.984126984,0.984126984,0.976190476,0.126984127,0.126984127,0.000000000
Total,Census Place,5300275,Acme,"Acme, WA",126,B,Any Terrestrial,1.000000000,1.000000000,0.992063492,0.126984127,0.126984127,0
Total,Census Place,5300275,Acme,"Acme, WA",126,R,All Wired and Licensed Fixed Wireless,0.817460317,0.817460317,0.150793651,0,0,0
Total,Census Place,5300275,Acme,"Acme, WA",126,B,All Wired and Licensed Fixed Wireless,0.904761905,0.904761905,0.333333333,0,0,0
Total,Census Place,5300275,Acme,"Acme, WA",126,R,Copper,0.817460317,0.817460317,0.150793651,0,0.000000000,0
Total,Census Place,5300275,Acme,"Acme, WA",126,B,Copper,0.817460317,0.817460317,0.150793651,0,0,0.000000000
Total,Census Place,5300275,Acme,"Acme, WA",126,R,Cable/Fiber,0,0,0,0,0,0.000000000
Total,Census Place,5300275,Acme,"Acme, WA",126,B,Cable/Fiber,0,0.000000000,0,0,0,0
Total,Census Place,5300275,Acme,"Acme, WA",126,R,Cable,0,0,0,0,0.000000000,0
Total,Census Place,5300275,Acme,"Acme, WA",126,B,Cable,0,0.000000000,0,0,0,0
Total,Census Place,5300275,Acme,"Acme, WA",126,R,Fiber,0,0,0.000000000,0,0,0
Total,Census Place,5300275,Acme,"Acme, WA",126,B,Fiber,0.000000000,0,0,0,0,0
Total,Census Place,5300275,Acme,"Acme, WA",126,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,5300275,Acme,"Acme, WA",126,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,5300275,Acme,"Acme, WA",126,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,5300275,Acme,"Acme, WA",126,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,5300275,Acme,"Acme, WA",126,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,5300275,Acme,"Acme, WA",126,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,5300275,Acme,"Acme, WA",126,R,All Fixed Wireless,0.976190476,0.976190476,0.976190476,0.126984127,0.126984127,0.000000000
Total,Census Place,5300275,Acme,"Acme, WA",126,B,All Fixed Wireless,0.992063492,0.992063492,0.992063492,0.126984127,0.126984127,0
Total,Census Place,5300275,Acme,"Acme, WA",126,R,Unlicensed Fixed Wireless,0.976190476,0.976190476,0.976190476,0.126984127,0.126984127,0
Total,Census Place,5300275,Acme,"Acme, WA",126,B,Unlicensed Fixed Wireless,0.976190476,0.976190476,0.976190476,0.126984127,0.126984127,0
Total,Census Place,5300275,Acme,"Acme, WA",126,R,Licensed Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,5300275,Acme,"Acme, WA",126,B,Licensed Fixed Wireless,0.214285714,0.214285714,0.214285714,0,0,0.000000000
Total,Census Place,5300275,Acme,"Acme, WA",126,R,Other,0,0,0,0,0.000000000,0
Total,Census Place,5300275,Acme,"Acme, WA",126,B,Other,0,0,0,0,0,0.000000000
Total,Census Place,5300380,Addy,"Addy, WA",126,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.817460317,0
Total,Census Place,5300380,Addy,"Addy, WA",126,B,Any Technology,1.000000000,1.000000000,1.000000000,0.817460317,0.817460317,0.817460317
Total,Census Place,5300380,Addy,"Addy, WA",126,R,All Wired,0.753968254,0,0,0,0,0.000000000
Total,Census Place,5300380,Addy,"Addy, WA",126,B,All Wired,0.753968254,0,0,0,0,0
Total,Census Place,5300380,Addy,"Addy, WA",126,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.817460317,0.817460317,0
Total,Census Place,5300380,Addy,"Addy, WA",126,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.817460317,0.817460317,0.817460317
Total,Census Place,5300380,Addy,"Addy, WA",126,R,All Wired and Licensed Fixed Wireless,0.753968254,0,0,0,0,0.000000000
Total,Census Place,5300380,Addy,"Addy, WA",126,B,All Wired and Licensed Fixed Wireless,0.785714286,0.174603175,0.174603175,0,0,0.000000000
Total,Census Place,5300380,Addy,"Addy, WA",126,R,Copper,0.753968254,0.000000000,0,0,0,0
Total,Census Place,5300380,Addy,"Addy, WA",126,B,Copper,0.753968254,0,0,0,0,0.000000000
Total,Census Place,5300380,Addy,"Addy, WA",126,R,Cable/Fiber,0,0,0,0,0,0.000000000
Total,Census Place,5300380,Addy,"Addy, WA",126,B,Cable/Fiber,0,0,0,0.000000000,0,0
Total,Census Place,5300380,Addy,"Addy, WA",126,R,Cable,0,0,0.000000000,0,0,0
Total,Census Place,5300380,Addy,"Addy, WA",126,B,Cable,0,0,0,0,0,0.000000000
Total,Census Place,5300380,Addy,"Addy, WA",126,R,Fiber,0,0,0,0.000000000,0,0
Total,Census Place,5300380,Addy,"Addy, WA",126,B,Fiber,0,0,0,0,0,0.000000000
Total,Census Place,5300380,Addy,"Addy, WA",126,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,5300380,Addy,"Addy, WA",126,B,All Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,5300380,Addy,"Addy, WA",126,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,5300380,Addy,"Addy, WA",126,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,5300380,Addy,"Addy, WA",126,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,5300380,Addy,"Addy, WA",126,B,NGSO Satellite,0.000000000,0,0,0,0,0
Total,Census Place,5300380,Addy,"Addy, WA",126,R,All Fixed Wireless,1.000000000,1.000000000,1.000000000,0.817460317,0.817460317,0.000000000
Total,Census Place,5300380,Addy,"Addy, WA",126,B,All Fixed Wireless,1.000000000,1.000000000,1.000000000,0.817460317,0.817460317,0.817460317
Total,Census Place,5300380,Addy,"Addy, WA",126,R,Unlicensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.817460317,0.817460317,0
Total,Census Place,5300380,Addy,"Addy, WA",126,B,Unlicensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.817460317,0.817460317,0.817460317
Total,Census Place,5300380,Addy,"Addy, WA",126,R,Licensed Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,5300380,Addy,"Addy, WA",126,B,Licensed Fixed Wireless,0.174603175,0.174603175,0.174603175,0,0,0.000000000
Total,Census Place,5300380,Addy,"Addy, WA",126,R,Other,0.000000000,0,0,0,0,0
Total,Census Place,5300380,Addy,"Addy, WA",126,B,Other,0.000000000,0,0,0,0,0
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.002351558
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.002939447
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,All Wired,0.969429747,0.865961199,0.842445620,0.823633157,0.823633157,0.002351558
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,All Wired,0.840094062,0.457965902,0.232804233,0.058788948,0.058788948,0.002939447
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.002351558
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.002939447
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,All Wired and Licensed Fixed Wireless,0.995884774,0.991769547,0.990593768,0.979423868,0.823633157,0.002351558
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,All Wired and Licensed Fixed Wireless,0.990593768,0.949441505,0.915931805,0.870076426,0.058788948,0.002939447
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,Copper,0.818930041,0.420928865,0.191651969,0,0,0.000000000
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,Copper,0.818930041,0.420928865,0.191651969,0,0,0
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,Cable/Fiber,0.823633157,0.823633157,0.823633157,0.823633157,0.823633157,0.002351558
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,Cable/Fiber,0.058788948,0.058788948,0.058788948,0.058788948,0.058788948,0.002939447
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,Cable,0.815990594,0.815990594,0.815990594,0.815990594,0.815990594,0.000000000
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,Cable,0.051146384,0.051146384,0.051146384,0.051146384,0.051146384,0.000000000
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,Fiber,0.008818342,0.008818342,0.008818342,0.008818342,0.008818342,0.002351558
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,Fiber,0.007642563,0.007642563,0.007642563,0.007642563,0.007642563,0.002939447
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,5300800,Ahtanum,"Ahtanum, WA",1701,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
