area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,B,All Wired and Licensed Fixed Wireless,0.681250000,0.640625000,0.640625000,0.509375000,0.459375000,0.453125000
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,R,Copper,0.096875000,0.025000000,0.025000000,0.000000000,0,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,B,Copper,0.096875000,0.025000000,0.025000000,0,0,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,R,Cable/Fiber,0.459375000,0.459375000,0.459375000,0.459375000,0.459375000,0.453125000
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,B,Cable/Fiber,0.459375000,0.459375000,0.459375000,0.459375000,0.459375000,0.453125000
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,R,Cable,0.021875000,0.021875000,0.021875000,0.021875000,0.021875000,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,B,Cable,0.021875000,0.021875000,0.021875000,0.021875000,0.021875000,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,R,Fiber,0.453125000,0.453125000,0.453125000,0.453125000,0.453125000,0.453125000
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,B,Fiber,0.453125000,0.453125000,0.453125000,0.453125000,0.453125000,0.453125000
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,R,All Fixed Wireless,1.000000000,1.000000000,1.000000000,0.096875000,0,0.000000000
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,B,All Fixed Wireless,1.000000000,1.000000000,1.000000000,0.112500000,0,0.000000000
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,R,Unlicensed Fixed Wireless,0.987500000,0.987500000,0.987500000,0,0,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,B,Unlicensed Fixed Wireless,0.987500000,0.987500000,0.987500000,0,0,0.000000000
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,R,Licensed Fixed Wireless,0.446875000,0.262500000,0.262500000,0.096875000,0,0.000000000
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,B,Licensed Fixed Wireless,0.534375000,0.356250000,0.356250000,0.112500000,0.000000000,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,R,Other,0,0,0.000000000,0,0,0
Total,Census Place,0800760,Aguilar,"Aguilar, CO",320,B,Other,0,0,0,0,0.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,Copper,0,0,0,0,0.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,Copper,0,0,0,0,0.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,Cable,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,Cable,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,Fiber,0.000000000,0,0,0,0,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,Fiber,0,0,0,0,0,0.000000000
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,0800870,Air Force Academy,"Air Force Academy, CO",807,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
