area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,1800802,Albany,"Albany, IN",1265,R,Cable/Fiber,0.994466403,0.994466403,0.994466403,0.994466403,0.994466403,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,B,Cable/Fiber,0.994466403,0.994466403,0.994466403,0.994466403,0.994466403,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,R,Cable,0.994466403,0.994466403,0.994466403,0.994466403,0.994466403,0.000000000
Total,Census Place,1800802,Albany,"Albany, IN",1265,B,Cable,0.994466403,0.994466403,0.994466403,0.994466403,0.994466403,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,R,Fiber,0,0,0,0.000000000,0,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,B,Fiber,0,0,0,0.000000000,0,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,R,All Fixed Wireless,0.966798419,0.965217391,0.965217391,0.914624506,0,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,B,All Fixed Wireless,1.000000000,1.000000000,1.000000000,0.999209486,0,0
Total,Census Place,1800802,Albany,"Albany, IN",1265,R,Unlicensed Fixed Wireless,0.678260870,0.678260870,0.678260870,0,0,0.000000000
